Torey Dearnaly,135-04-7276,Ivory Coast,,7/11/1973,Male,Divorced,6/5/2000,6/11/2010,Career change,On Leave,Training,10,Soubré
Cassandre Hardman,861-51-8695,France,07004 CEDEX,7/19/1976,Female,Married,10/25/2012,12/6/2018,Quit,Working,Research and Development,4,Privas
Dulci Attwool,108-70-8819,Brazil,62320-000,5/27/1965,Female,Single,8/27/1992,9/17/1985,Career change,Working,Human Resources,9,Tianguá
Mychal Hartus,505-81-4445,Indonesia,,11/15/1996,Male,Divorced,11/16/1991,7/23/2011,Fired with cause,Working,Research and Development,7,Harian
Alphard Tapping,859-98-7881,Ecuador,,7/31/1959,Male,Married,1/2/2008,10/26/1994,Career change,Working,Research and Development,2,Jipijapa
Robinette Kubach,745-11-8317,Sweden,703 54,7/5/1958,Female,Single,2/21/1983,12/8/2016,Retired,Working,Sales,2,Örebro
Tucker Thacker,124-76-6848,Indonesia,,10/11/1957,Male,Married,1/15/1987,4/26/1994,Career change,On Leave,Product Management,4,Nanger
Rici Arrowsmith,591-22-7621,China,,5/13/1974,Female,Divorced,3/21/2019,11/5/1978,Career change,Working,Human Resources,7,Tangtuzhui
Dugald Blanchette,589-32-0536,China,,6/12/1971,Male,Divorced,9/9/2003,4/16/1979,Career change,Terminated,Business Development,3,Yangshan
Laurens Yonnie,856-09-6861,Slovenia,9253,6/4/1984,Male,Divorced,7/10/1979,9/1/2015,Quit,Terminated,Accounting,3,Apače
Rickert De'Ath,166-84-6619,Afghanistan,,3/29/1997,Male,Divorced,1/7/2018,2/2/1984,Retired,On Leave,Accounting,9,Fayzabad
Florie Brackley,327-17-1916,Latvia,,6/11/1968,Female,Single,4/24/1997,7/24/1977,Career change,On Leave,Accounting,7,Jaunpils
Rebecka Leeves,275-14-8687,Indonesia,,8/12/1959,Female,Married,7/15/1986,9/18/1998,Retired,Terminated,Sales,3,Seulimeum
Joby Berwick,688-83-2270,China,,11/10/1987,Female,Divorced,2/23/1986,10/3/2004,Quit,Working,Legal,1,Ganping
Kincaid O'Mahoney,791-14-2007,Philippines,8102,4/25/1969,Male,Married,5/24/2000,10/6/1994,Career change,Terminated,Support,6,New Leyte
Ham Wace,882-09-1241,Aland Islands,22730,11/10/1978,Male,Divorced,9/16/1976,9/15/2016,Career change,On Leave,Human Resources,2,Kökar
Sashenka Woodnutt,131-94-7171,China,,3/31/1969,Female,Married,9/3/1991,5/30/1985,Retired,On Leave,Sales,3,Shang Boingor
Celene Harner,885-80-9400,China,,11/17/1964,Female,Divorced,4/4/1998,1/9/1994,Fired with cause,Working,Support,3,Hongqi
Adriano Summerlee,781-21-4685,Philippines,7012,6/26/1991,Male,Married,3/28/1999,4/5/1981,Retired,On Leave,Training,1,Lumatil
Lemuel Grinval,815-68-6691,Indonesia,,11/27/1961,Male,Divorced,9/3/1989,2/3/1996,Fired with cause,On Leave,Sales,1,Banyubang
