Emlyn Teggart,889-14-1863,Indonesia,,7/18/1985,Male,Single,3/7/2000,9/25/1996,Fired with cause,Working,Business Development,4,Wedoro
Angil Godain,460-98-0060,Portugal,2970-303,2/7/1974,Female,Divorced,1/29/1980,11/24/2003,Quit,On Leave,Services,8,Quintinha
Wallis Duiguid,232-75-2085,Armenia,,1/3/1969,Female,Single,5/4/1988,7/13/1983,Quit,On Leave,Support,4,Tsovazard
Puff Lackie,683-75-6487,Greenland,3962,11/18/1977,Male,Married,7/25/2015,5/29/2016,Fired with cause,Working,Product Management,5,Upernavik
Neile Kirkup,805-33-8291,China,,1/21/1971,Female,Married,2/17/1993,8/25/1992,Quit,Terminated,Support,8,Hezhi
Scott Lawtey,806-59-9650,Greece,,7/3/1980,Male,Married,9/29/1976,8/17/1993,Fired with cause,Terminated,Accounting,8,Peraía
Glynn Nice,295-20-5418,Czech Republic,717 00,5/31/1986,Male,Single,6/7/2001,9/2/1982,Quit,On Leave,Business Development,1,Orlová
Tabitha Denington,752-73-0004,Ethiopia,,8/22/1965,Female,Divorced,4/2/1979,7/12/2013,Fired with cause,On Leave,Services,4,Dire Dawa
Katti Harget,715-04-5183,Philippines,1751,4/21/1982,Female,Divorced,7/22/1995,1/30/2016,Retired,On Leave,Product Management,6,La Hacienda
Verena Paddy,445-73-2199,China,,11/13/1991,Female,Married,5/5/2009,7/21/1999,Retired,On Leave,Human Resources,2,Dongtian
Kynthia Najera,811-03-4956,Argentina,1981,11/29/1987,Female,Divorced,6/19/2008,7/11/1981,Retired,On Leave,Accounting,4,Brandsen
Nikita Kintish,882-79-6396,South Korea,,7/25/1972,Male,Divorced,5/19/2002,7/4/1987,Retired,Working,Product Management,5,Tangjin
Purcell Hinckesman,328-98-1052,Japan,925-0215,2/9/1983,Male,Single,5/15/1979,1/6/1999,Quit,Terminated,Training,10,Izumo
Glynnis Render,704-25-2092,Indonesia,,8/15/1990,Female,Single,8/8/2001,11/30/2014,Career change,Terminated,Accounting,3,Panawuan
Lucius Langer,702-37-7957,Indonesia,,12/12/1993,Male,Single,9/14/1976,1/16/2000,Quit,On Leave,Accounting,5,Beaung Tengah
Gordon Duckers,221-39-0002,China,,12/9/1989,Male,Single,1/23/2008,11/23/1980,Quit,On Leave,Support,4,Nierumai
Kirstin Comino,885-56-9559,Greenland,3962,9/20/1995,Female,Single,7/15/2013,6/14/2018,Fired with cause,On Leave,Product Management,8,Upernavik
Aldous Kidds,559-24-8504,Latvia,,6/19/1966,Male,Single,8/22/2006,6/23/2015,Retired,Terminated,Business Development,2,Smārde
Rolf Fall,450-96-0476,United States,34102,7/30/1980,Male,Divorced,11/15/1994,4/8/1994,Fired with cause,Terminated,Services,6,Naples
Solly Downage,765-24-6109,China,,4/15/1986,Male,Single,4/26/2005,5/17/2018,Career change,On Leave,Marketing,2,Ziyuan
Blanche Rittmeier,106-88-1447,Peru,,11/8/1980,Female,Single,6/4/2000,10/28/1988,Career change,Working,Sales,5,Huayacundo Arma
Tamarah Hennington,134-66-7364,China,,11/3/1975,Female,Married,3/15/2019,5/31/2018,Career change,On Leave,Engineering,8,Sangesi
Trina Holligan,106-04-6571,Portugal,4765-122,1/27/1972,Female,Married,4/22/2001,9/17/1976,Retired,Working,Human Resources,8,Novais
Gale Izhak,827-19-7337,Russia,665501,6/14/1976,Female,Divorced,12/6/1987,12/2/2003,Career change,Terminated,Support,3,Lesogorsk
Benjamin Onge,215-17-1459,France,44101 CEDEX 4,4/4/1961,Male,Single,1/21/2003,8/2/1984,Retired,Terminated,Accounting,7,Nantes
Janet MacCoughan,194-43-7410,Finland,79101,1/12/1970,Female,Divorced,10/16/1979,5/26/2001,Fired with cause,Working,Product Management,2,Leppävirta
Lindy MacCleay,354-04-0317,South Sudan,,10/2/1971,Female,Single,8/8/2011,8/7/1982,Career change,Working,Training,3,Tonj
Don Benito,198-12-4532,Ukraine,,12/1/1985,Male,Married,4/1/2008,7/3/2007,Quit,Terminated,Support,9,Hola Prystan’
Roger Haney`,302-99-2344,China,,2/24/1995,Male,Married,10/27/1995,1/14/1992,Retired,Terminated,Accounting,9,Zhanggongmiao
Gerty Godehard.sf,101-44-0996,Philippines,5603,5/22/1979,Female,Single,9/8/2007,2/7/2013,Quit,Working,Services,10,Dagupan
Jeff Langstone,111-28-1072,Kenya,,8/31/1982,Male,Single,3/14/2010,2/23/2019,Fired with cause,On Leave,Training,7,Kisumu
Joscelin Baribal,648-54-4422,China,,2/3/1987,Female,Divorced,7/1/2015,9/25/2005,Fired with cause,On Leave,Engineering,10,Obo
Yancy Sergean,669-91-3402,Russia,216134,6/27/1982,Male,Single,5/26/2016,9/23/1983,Quit,On Leave,Product Management,4,Pechersk
Zia Wainwright,899-15-5167,Croatia,40324,8/21/1993,Female,Married,12/18/2006,6/28/2011,Quit,On Leave,Engineering,7,Goričan
Helen-elizabeth Hacaud,771-31-4707,Ukraine,,9/3/1960,Female,Single,7/28/2011,5/25/1978,Career change,Working,Support,2,Viline
Owen Leel,269-70-0436,Poland,32-859,8/6/1980,Male,Divorced,3/3/2001,9/4/2012,Retired,Terminated,Training,5,Złota
Lauritz Enticott,333-77-9388,Brazil,57000-000,5/17/1997,Male,Married,3/17/2013,11/30/1981,Fired with cause,On Leave,Human Resources,2,Maceió
Pepita Bramham,790-38-6046,Vietnam,,6/18/1990,Female,Married,7/17/2013,5/11/2017,Career change,On Leave,Marketing,2,Kỳ Anh
Chet Mendel,879-86-6158,Poland,47-411,3/27/1970,Male,Single,8/21/1977,3/9/2001,Fired with cause,On Leave,Product Management,8,Rudnik
Chane Willey,200-28-5011,China,,6/29/1997,Male,Married,6/8/1994,4/15/1988,Career change,On Leave,Services,5,Huangpu
Joel MacNockater,638-92-2140,Indonesia,,10/25/1967,Male,Single,9/30/2005,4/16/2000,Career change,On Leave,Engineering,8,Oli
Rozella Tandey,148-94-0201,Colombia,253627,5/9/1958,Female,Single,9/1/2008,9/14/2003,Quit,Working,Support,6,Nocaima
Langsdon Iacovone,260-75-0043,China,,2/9/1964,Male,Divorced,6/23/2008,2/24/2005,Retired,Working,Marketing,9,Youchou
Westleigh Grube,262-56-3364,China,,3/19/1984,Male,Married,7/22/1982,3/8/2012,Fired with cause,Working,Legal,6,Qiantang
Karlotta Wilkenson,391-80-8773,Russia,613840,2/3/1970,Female,Married,11/3/2015,2/7/2009,Retired,On Leave,Support,2,Sakharovo
Easter Hambribe,335-87-2654,Thailand,41220,5/13/1992,Female,Single,8/28/1989,8/5/1999,Fired with cause,On Leave,Support,4,Lao Suea Kok
Lew Elvidge,820-90-9904,China,,4/17/1984,Male,Divorced,8/1/1983,5/24/2015,Career change,Working,Product Management,1,Jindong
Bernadette Allin,414-47-7725,Uruguay,,8/17/1976,Female,Single,5/6/1995,3/3/2019,Career change,Working,Marketing,5,Salto
Otes Nesbeth,117-82-3287,Sweden,516 81,3/18/1984,Male,Divorced,4/5/1997,2/17/2009,Career change,Terminated,Engineering,7,Dalsjöfors
Osborne O'Dowling,744-97-8657,Sweden,572 60,12/29/1963,Male,Single,11/20/2015,12/10/2013,Quit,Terminated,Research and Development,3,Oskarshamn
Staford Carrol,464-46-4853,Pakistan,19030,11/19/1972,Male,Single,4/24/2018,5/4/1984,Retired,Terminated,Legal,8,Chak Two Hundred Forty-Nine TDA
Leon Insoll,823-48-1111,Mexico,75694,8/16/1996,Male,Married,1/31/1987,5/22/1979,Quit,On Leave,Training,4,Guadalupe Victoria
Dame McAteer,298-77-6137,United States,70149,3/10/1967,Male,Single,9/9/2007,12/20/1986,Retired,On Leave,Accounting,5,New Orleans
Cristabel Saundercock,248-02-1409,Cameroon,,9/14/1976,Female,Divorced,2/1/1980,8/12/2006,Fired with cause,Working,Support,2,Ambam
Hally Piatkowski,420-27-0430,Ivory Coast,,10/18/1976,Female,Single,7/8/2015,8/3/1978,Fired with cause,Working,Support,6,Gagnoa
Clarine Cartlidge,147-02-4270,Russia,182670,1/17/1999,Female,Married,3/3/1993,10/4/2004,Fired with cause,Terminated,Marketing,6,Dno
Sunny Sherringham,349-35-2385,Philippines,4006,10/29/1959,Female,Married,8/6/1981,11/24/1988,Retired,On Leave,Training,3,Pangantocan
Dacie Lorent,517-28-0406,Brazil,37750-000,1/29/1962,Female,Divorced,3/29/1978,1/9/2002,Fired with cause,Terminated,Sales,1,Machado
Sheilakathryn Veque,483-42-4860,France,34545 CEDEX,9/23/1983,Female,Married,6/18/1995,4/24/2001,Career change,On Leave,Accounting,5,Béziers
Sanford Favel,465-87-1410,Uganda,,3/31/1985,Male,Divorced,11/15/2016,9/13/1980,Fired with cause,On Leave,Accounting,1,Masindi
Bernie Segot,409-77-5549,Ukraine,,3/31/1966,Male,Single,2/11/1978,11/20/1987,Quit,Terminated,Training,4,Bolekhiv
Korey Swannie,113-32-4854,United States,34114,2/12/1977,Male,Divorced,8/13/1979,4/26/1980,Quit,Terminated,Research and Development,2,Naples
Pall Gillaspy,178-12-3025,Indonesia,,3/18/1976,Male,Married,4/1/1999,4/19/1989,Fired with cause,On Leave,Sales,8,Sangkulirang
Dani Crickmer,832-35-0560,China,,2/29/1964,Male,Divorced,10/29/1996,3/3/2010,Quit,Working,Sales,6,Dapo
Woodrow Reeme,438-32-2040,China,,1/12/1968,Male,Single,10/10/1977,4/3/1993,Retired,Terminated,Training,7,Jincheng
Dewain Olliver,345-73-1142,France,76804 CEDEX,6/15/1988,Male,Single,3/24/1988,2/10/1995,Fired with cause,On Leave,Sales,9,Saint-Étienne-du-Rouvray
Eloisa Roth,741-66-6124,China,,2/26/1982,Female,Divorced,3/29/2019,7/1/2006,Career change,Working,Marketing,3,Gaoqiao
Darcey Remer,785-74-9770,China,,2/28/1960,Female,Single,11/3/1986,5/23/1982,Quit,Terminated,Human Resources,10,Sanying
Hart Tebbs,595-93-1971,Poland,74-320,3/26/1965,Male,Married,7/26/1995,6/14/1990,Quit,Working,Sales,7,Barlinek
Henderson Poetz,698-60-7448,Indonesia,,3/19/1958,Male,Married,9/17/2001,11/22/1996,Quit,Working,Marketing,2,Gurung
Gabriel Lehrle,711-07-2015,Poland,88-405,4/19/1977,Female,Married,7/5/2017,5/12/2008,Retired,On Leave,Accounting,5,Gorzyce
Gypsy Moat,492-82-8870,Philippines,9407,4/3/1997,Female,Married,6/22/1999,4/3/2004,Fired with cause,Working,Marketing,4,Limbalod
Melita Haigh,527-80-8117,Niger,,9/15/1985,Female,Single,7/23/1997,4/15/1981,Retired,Working,Accounting,8,Tahoua
Thorn McPharlain,783-79-3596,Colombia,250047,3/18/1984,Male,Divorced,2/27/1982,6/28/1990,Career change,Terminated,Product Management,4,Mosquera
Eadmund Ayres,880-58-7742,France,38504 CEDEX,12/23/1960,Male,Single,8/12/2016,12/25/2016,Quit,Terminated,Marketing,10,Voiron
Fran Duny,427-25-9947,South Sudan,,8/12/1987,Female,Divorced,9/15/1977,8/1/2000,Retired,Terminated,Sales,5,Bentiu
Jdavie Itzik,369-56-1225,China,,5/18/1980,Male,Divorced,9/12/1980,12/30/1995,Quit,Terminated,Legal,5,Yangyong
Constantina Loughman,826-02-7572,Syria,,6/12/1985,Female,Divorced,7/22/1997,8/18/2008,Career change,Working,Sales,7,Sarmīn
Prince Dukelow,684-06-5950,Thailand,22120,2/24/1997,Male,Single,11/21/1984,12/2/2009,Quit,Working,Engineering,6,Tha Mai
Casey Durtnall,222-19-6728,New Zealand,6160,1/22/1982,Female,Divorced,10/21/1981,1/18/1991,Quit,Terminated,Human Resources,2,Kelburn
Elle Willerson,807-38-8060,China,,10/5/1989,Female,Married,7/26/1992,8/5/1993,Career change,Working,Training,4,Zhitang
Claribel Roma,205-86-4030,United States,32590,4/3/1981,Female,Married,10/30/1996,11/11/2006,Career change,On Leave,Sales,10,Pensacola
Danie Coughlan,678-12-5270,Indonesia,,11/19/1980,Male,Single,6/11/2009,5/6/2014,Retired,On Leave,Services,6,Krajan Siki
Griselda Horick,489-80-5641,United States,30033,5/3/1971,Female,Married,11/26/1982,12/15/1983,Quit,Working,Sales,4,Decatur
Hastings Denington,349-77-1270,Russia,186326,4/2/1977,Male,Single,2/19/2019,5/27/1998,Retired,Working,Accounting,5,Novaya Derevnya
Pat Tregent,671-34-5952,Argentina,3420,1/7/1959,Female,Married,10/25/1988,3/13/1999,Retired,On Leave,Sales,7,Saladas
Benetta MacAloren,153-98-7979,Iran,,10/18/1986,Female,Married,12/12/1990,5/16/2008,Quit,Working,Product Management,5,Shāhīn Shahr
Bondon Clemencon,804-16-4254,China,,1/8/1968,Male,Single,8/25/1981,1/7/2004,Quit,Working,Training,8,Hezhi
Vergil Fisby,761-66-0460,Hungary,1074,4/30/1981,Male,Divorced,11/25/2000,7/11/2007,Quit,On Leave,Services,8,Budapest
Luelle Ridsdole,470-08-3797,Bosnia and Herzegovina,,1/8/1981,Female,Divorced,7/20/2008,10/24/2004,Quit,Working,Legal,6,Mejdan - Obilićevo
Abdul Boldison,237-05-5069,Peru,,8/13/1997,Male,Single,3/10/1997,5/15/1996,Career change,Terminated,Engineering,6,Pampas Chico
Drusilla Gritsunov,389-54-7728,Ethiopia,,1/13/1996,Female,Single,8/18/1984,7/15/1981,Quit,Terminated,Training,9,Guder
Rasla Penton,793-03-9400,China,,10/23/1986,Female,Divorced,11/9/2002,8/9/1977,Retired,Working,Training,6,Sujitan
Bert Fratson,298-82-6028,China,,1/18/1992,Female,Single,4/16/1993,8/16/1992,Fired with cause,Terminated,Marketing,6,Deqing
Hans Willetts,814-36-2848,Bolivia,,6/16/1990,Male,Married,4/16/1981,8/1/2007,Career change,Working,Product Management,10,Arani
Gayel Scarff,473-53-8545,Poland,82-550,12/19/1958,Female,Married,8/27/2008,3/11/1980,Career change,Terminated,Services,8,Prabuty
Craggy Dahle,402-78-8540,Nigeria,,10/25/1957,Male,Married,7/9/1997,3/2/1989,Retired,Terminated,Marketing,8,Oke Iho
Alys Colledge,711-74-2209,Nigeria,,12/18/1995,Female,Married,4/16/2013,9/13/2000,Fired with cause,Terminated,Product Management,5,Otan Aiyegbaju
Luther Coltart,386-04-3328,China,,7/6/1974,Male,Married,6/24/2015,9/24/1987,Fired with cause,On Leave,Training,2,Liufu
Chrisy Janos,698-85-7629,Eritrea,,4/28/1989,Male,Divorced,5/15/2019,2/11/2011,Career change,Working,Accounting,1,Teseney
Reilly Parren,214-36-1705,Poland,32-045,3/30/1983,Male,Divorced,8/12/1984,5/12/2001,Quit,Working,Support,4,Sułoszowa
