Marrilee Swanborough,632-23-9691,Japan,620-1445,9/26/1981,Female,Divorced,9/27/2003,1/11/1985,Retired,On Leave,Sales,4,Fukuchiyama
Karrah Owens,218-10-4243,Afghanistan,,7/1/1963,Female,Single,7/30/2000,12/1/2002,Fired with cause,On Leave,Services,8,Qal‘ah-ye Na‘īm
Raff Floyed,859-89-8085,Indonesia,,3/16/1980,Male,Married,3/21/2006,7/19/1997,Quit,Terminated,Business Development,4,Pamoyanan
Lazar Gino,562-54-5667,China,,7/31/1961,Male,Married,3/25/2007,5/22/2017,Career change,Working,Services,10,Nanqiao
Brittney Seleway,657-26-1986,Indonesia,,2/7/1960,Female,Married,12/23/2008,7/6/2006,Fired with cause,Terminated,Human Resources,5,Semuda
Jasmine Cockren,108-03-7594,Brazil,85660-000,3/5/1962,Female,Divorced,2/5/1998,8/5/2006,Retired,Terminated,Accounting,1,Dois Vizinhos
Camel Burroughes,563-89-8748,Russia,141960,11/7/1966,Female,Single,2/5/2007,12/26/1997,Retired,Working,Legal,4,Zaprudnya
Sax Prattin,579-39-2690,Brazil,13160-000,4/28/1961,Male,Divorced,9/12/2001,2/12/1978,Retired,On Leave,Services,6,Artur Nogueira
Sayer Mumby,533-88-0802,South Africa,6651,10/23/1971,Male,Divorced,4/10/2008,6/4/1987,Quit,Terminated,Human Resources,5,Oudtshoorn
Kynthia McFeat,825-27-8489,Poland,21-542,1/17/1966,Female,Single,3/24/1998,5/27/1996,Fired with cause,On Leave,Accounting,3,Leśna Podlaska
Lazare Ingerson,710-15-8545,Belarus,,4/6/1997,Male,Married,11/8/2008,1/23/2008,Career change,Working,Accounting,1,Karelichy
Merna Fortesquieu,217-53-8494,Sweden,661 31,8/22/1993,Female,Married,5/6/1981,11/19/2016,Fired with cause,Terminated,Product Management,4,Säffle
Finley Tomkins,456-22-8950,United Kingdom,L33,1/13/1972,Male,Single,3/31/1987,4/12/1981,Quit,Terminated,Accounting,8,Liverpool
Denni Copp,850-28-5919,Pakistan,57301,7/27/1967,Female,Married,9/11/2016,8/15/1996,Career change,Working,Legal,4,Kabīrwāla
Arvin MacCrachen,416-32-9281,Japan,929-1174,6/21/1960,Male,Divorced,7/4/1999,2/11/1977,Retired,Working,Research and Development,3,Hamakita
Marji West-Frimley,489-43-8070,Russia,601120,6/18/1978,Female,Married,12/14/1985,8/7/2012,Career change,Working,Engineering,1,Pokrov
Gerrie Lightning,421-60-2751,United States,45020,6/24/1964,Male,Single,10/31/1979,11/15/1995,Quit,Terminated,Sales,1,Hamilton
Ellwood Goulthorp,262-03-2001,Germany,80804,5/7/1969,Male,Single,4/22/2017,6/28/2013,Career change,Working,Services,8,München
Ikey McKeveney,398-59-0178,Indonesia,,4/30/1999,Male,Divorced,3/21/2012,1/8/2019,Fired with cause,Terminated,Marketing,9,Ciodeng
Jonas Sloss,668-20-7523,Sweden,361 92,9/16/1969,Male,Married,9/30/2007,2/12/2008,Retired,Working,Training,8,Emmaboda
Hersch Burhouse,246-46-2644,United States,95973,6/16/1975,Male,Single,7/19/1979,4/3/1986,Retired,Working,Support,10,Chico
Vanya Addis,116-51-1410,China,,9/7/1999,Male,Single,5/31/1978,10/17/2015,Career change,Terminated,Training,2,Taipingying
Mela Rubinfeld,726-08-9057,Philippines,6820,11/11/1991,Female,Divorced,11/10/1979,1/14/2019,Career change,On Leave,Engineering,6,Maslog
Luigi Scrange,756-42-3159,Greece,,5/3/1977,Male,Single,1/17/2003,1/29/2015,Fired with cause,On Leave,Marketing,1,Artesianón
Bonny Hammor,670-24-4591,Ukraine,,7/7/1995,Female,Single,8/23/1988,6/29/1980,Career change,On Leave,Support,5,Staryy Krym
Allin Danet,812-77-7130,Indonesia,,11/18/1957,Male,Divorced,1/11/2010,4/23/1990,Career change,Terminated,Training,3,Penambangan
Doralynn Caplin,825-58-4598,Mexico,41800,3/17/1991,Female,Divorced,9/12/2000,2/13/1996,Fired with cause,Working,Research and Development,3,Benito Juarez
Melli Gallico,345-35-2403,Brazil,35720-000,5/21/1964,Female,Divorced,4/14/1987,9/9/2015,Retired,Working,Research and Development,10,Matozinhos
Sherilyn Lauga,335-20-4617,China,,7/31/1971,Female,Divorced,7/26/2012,6/12/1977,Retired,Working,Training,5,Gufeng
Wilmar Dressel,603-73-0061,Russia,357373,4/13/1991,Male,Married,6/18/2008,2/19/1999,Career change,On Leave,Support,8,Borgustanskaya
Berti Torbet,874-51-3288,Poland,68-132,9/20/1982,Female,Single,3/15/2008,6/27/1986,Quit,Working,Training,5,Przewóz
Mirella Binley,145-74-9888,Ghana,,6/11/1966,Female,Single,1/25/2011,1/9/2005,Career change,Terminated,Sales,10,Berekum
Roarke Fortun,331-08-3826,Ukraine,,10/9/1957,Male,Single,3/17/1977,9/23/2004,Quit,On Leave,Research and Development,10,Denyshi
