Tiffanie Greest,704-66-4573,Japan,293-0024,2/1/1983,Female,Divorced,2/5/2019,4/14/2001,Quit,On Leave,Marketing,9,Futtsu
Annelise Downs,604-32-5435,China,,6/10/1969,Female,Single,11/2/1976,1/28/1991,Career change,On Leave,Training,2,Dianqian
Ted Goater,630-93-0085,Nepal,,2/20/1958,Male,Married,6/29/2008,10/21/1983,Career change,On Leave,Training,7,Bīrganj
Oberon Haxell,787-89-9089,Czech Republic,696 61,3/28/1966,Male,Divorced,9/27/1976,3/3/1980,Fired with cause,Working,Training,9,Vnorovy
Haskel Aveyard,688-10-6493,Croatia,32239,5/17/1989,Male,Single,8/20/1976,10/25/1996,Retired,Terminated,Marketing,5,Negoslavci
Gaby Caselli,368-86-6435,Finland,99601,7/20/1978,Female,Single,7/5/1977,1/31/1996,Fired with cause,Working,Sales,5,Sodankylä
Pauletta Lazer,811-45-8960,Tanzania,,9/29/1973,Female,Single,6/30/2013,9/6/1989,Fired with cause,On Leave,Accounting,3,Rujewa
Fayette Avrahamov,131-26-2101,Indonesia,,5/14/1994,Female,Single,5/11/1985,11/6/1981,Fired with cause,On Leave,Accounting,7,Jorong
Neils Dennitts,294-15-6491,China,,11/8/1979,Male,Married,10/26/1989,3/2/1997,Career change,Working,Marketing,1,Xingren
Tobias Dzeniskevich,667-94-6293,Indonesia,,1/11/1973,Male,Married,10/5/1990,10/4/1985,Quit,Working,Marketing,7,Ngajum
Barnard Gadesby,878-72-3251,Colombia,177089,10/6/1973,Male,Single,6/2/1994,10/27/1990,Fired with cause,Working,Services,2,Anserma
Karina Grady,260-57-3293,Czech Republic,277 03,2/6/1964,Female,Divorced,10/31/2009,2/14/2004,Quit,On Leave,Research and Development,3,Horní Počaply
Derry Baskerfield,708-92-6815,Malaysia,97010,7/8/1958,Male,Married,11/5/1996,9/28/1988,Retired,Terminated,Research and Development,7,Bintulu
Kingsly Kmieciak,677-21-2262,China,,4/11/1959,Male,Single,10/23/2017,10/13/1997,Quit,Working,Research and Development,7,Mengdadazhuang
Colver Garfirth,163-05-8586,Finland,68300,5/22/1980,Male,Married,3/13/1994,6/12/2018,Fired with cause,On Leave,Legal,7,Kälviä
Albertina Gregon,181-52-9998,Russia,357128,1/22/1988,Female,Divorced,1/31/1998,3/7/1981,Fired with cause,On Leave,Business Development,7,Nevinnomyssk
