Twila Archambault,706-47-3151,Latvia,,12/18/1996,Female,Married,2/19/1977,10/1/1989,Fired with cause,Terminated,Accounting,3,Gulbene
Devin Trevett,360-75-9966,Sweden,291 36,5/30/1988,Female,Single,4/16/2017,5/10/1992,Fired with cause,On Leave,Product Management,5,Kristianstad
Juliann Pettendrich,487-24-3458,Indonesia,,11/6/1976,Female,Married,9/23/1986,1/16/1998,Quit,Terminated,Accounting,6,Lebao
Chrisy McGaffey,167-17-7338,China,,7/28/1991,Male,Divorced,1/16/2011,2/27/1988,Quit,Working,Research and Development,8,Huiwan
Sisile Audus,759-48-1269,Croatia,10450,12/26/1962,Female,Married,11/30/1995,11/7/1986,Fired with cause,Working,Training,1,Jastrebarsko
Eugen Hasloch,562-90-0363,Kenya,,6/8/1998,Male,Divorced,6/3/1987,11/30/2000,Quit,On Leave,Marketing,4,Londiani
Aube O'Corr,301-52-3807,Azerbaijan,,8/17/1966,Male,Divorced,4/7/1989,7/19/2001,Quit,Working,Support,10,Yeni Suraxanı
Adelaida Maren,531-47-7506,Palestinian Territory,,2/7/1968,Female,Married,1/6/1992,11/16/2009,Career change,On Leave,Marketing,1,Bil‘īn
Jameson Yurshev,248-01-7846,Thailand,76150,5/30/2000,Male,Married,7/10/1995,10/8/2016,Career change,Terminated,Marketing,9,Phetchaburi
Ivy Swiffen,484-13-3837,Poland,97-420,7/27/1962,Female,Single,1/12/1986,1/8/1987,Fired with cause,On Leave,Business Development,5,Szczerców
Gillie Casine,723-54-6214,Colombia,273058,8/16/1979,Female,Single,3/6/2003,6/17/2009,Quit,Working,Marketing,7,Nóvita
Bram MacCroary,496-09-3865,Poland,82-505,6/8/1989,Male,Married,3/24/2009,4/25/1997,Career change,Terminated,Sales,1,Kwidzyn
Evangelin McCullouch,788-68-9921,Sierra Leone,,11/13/1978,Female,Single,7/29/2011,8/17/1987,Fired with cause,Working,Research and Development,2,Waterloo
Billy Earlam,430-82-1761,Czech Republic,683 33,9/5/1994,Male,Divorced,6/2/2000,11/20/2005,Career change,On Leave,Engineering,10,Nesovice
