Lemmy Van den Velde,164-30-0159,China,,11/3/1958,Male,Divorced,11/27/2007,1/7/2006,Career change,Terminated,Business Development,7,Weiting
Atlanta Crallan,530-73-5869,Netherlands,6214,10/16/1963,Female,Divorced,9/21/2003,9/27/1999,Retired,On Leave,Engineering,10,Maastricht
Trstram Follet,803-32-3368,Portugal,9625-414,3/19/1960,Male,Married,8/31/1999,5/4/1992,Career change,Working,Support,4,Porto Formoso
Iosep Golightly,117-97-5743,Honduras,,5/6/1975,Male,Married,6/22/1981,10/11/2005,Retired,Terminated,Support,5,El Rancho
Margarita Lipp,465-97-9081,Portugal,4820-021,10/5/1956,Female,Married,2/21/1987,2/26/1987,Career change,Terminated,Marketing,8,Carreira
Sylvia Santore,869-38-3424,China,,6/3/1982,Female,Single,11/10/1985,8/23/2007,Fired with cause,Terminated,Sales,2,Yingpu
Mirabelle Matheson,870-83-2342,France,71332 CEDEX,12/14/1960,Female,Single,5/22/2019,7/29/2000,Career change,Working,Legal,10,Chalon-sur-Saône
Kittie Wakely,542-15-1511,Brazil,56520-000,2/9/1977,Female,Single,10/14/1983,10/6/2005,Retired,On Leave,Sales,2,Buíque
Lammond Oganian,617-69-2398,Philippines,9214,12/10/1963,Male,Divorced,10/21/1994,6/13/1995,Fired with cause,Terminated,Legal,3,Kapatagan
Andrew Skitterel,355-15-8262,Japan,993-0073,11/24/1987,Male,Married,4/24/2009,11/16/1993,Career change,Working,Research and Development,8,Mori
Donelle Trineman,464-25-5710,Mexico,92125,8/17/1978,Female,Single,4/5/2009,7/20/2006,Fired with cause,On Leave,Sales,1,Del Valle
Lance Hares,128-50-8500,China,,1/20/1988,Male,Divorced,8/7/1983,9/22/2007,Retired,Working,Product Management,7,Shuangyang
Andree Kornes,389-71-0507,Indonesia,,4/17/1970,Female,Single,8/21/2015,3/19/1991,Fired with cause,Working,Services,6,Sioah
Sigmund Stennett,542-57-2200,Czech Republic,675 28,1/13/1965,Male,Single,5/17/1979,3/7/1989,Quit,Working,Business Development,1,Opatov
Reeta Gosforth,742-15-0250,Indonesia,,9/3/1982,Female,Married,12/22/2001,3/16/1981,Fired with cause,On Leave,Human Resources,2,Bunutan
Annalise Jeenes,448-59-6540,Philippines,8424,5/3/1966,Female,Divorced,7/31/2008,1/26/1984,Retired,Working,Legal,1,Burgos
Lovell Pascho,402-37-2069,Argentina,9105,5/9/1994,Male,Single,3/1/1998,12/24/1987,Quit,Working,Legal,6,Gaimán
Marjorie Guislin,647-95-0846,Kenya,,9/25/1969,Female,Divorced,10/30/1991,5/7/2018,Fired with cause,Terminated,Accounting,8,Kilifi
Emerson Malkinson,102-38-4035,Bangladesh,9242,11/21/1963,Male,Married,1/14/1996,1/18/2002,Fired with cause,Working,Research and Development,10,Khulna
Elbertine Ovett,684-55-3624,China,,8/12/1992,Female,Single,9/28/1981,9/16/2011,Retired,Working,Human Resources,9,Xiehu
Susi Brandel,635-26-1114,Peru,,8/7/1986,Female,Divorced,9/27/2002,9/2/1985,Fired with cause,Working,Research and Development,6,Canta
Randolf McReynold,683-25-0528,Dominican Republic,10702,10/20/1972,Male,Single,3/18/1996,3/1/1995,Career change,Terminated,Sales,3,San Cristóbal
Terrance Mc Comb,548-59-0850,Poland,38-324,2/22/1988,Male,Divorced,4/10/1990,12/16/1992,Career change,On Leave,Sales,2,Siedliska
Butch Zollner,105-76-6950,China,,1/27/1957,Male,Single,11/2/1991,7/22/1999,Fired with cause,Terminated,Support,3,Jinchang
Ardra Crollman,274-28-4410,Greece,,2/28/1983,Female,Single,1/13/1984,7/18/1990,Retired,Working,Sales,7,Pátmos
Conrad Shivell,513-31-1229,Poland,38-420,1/23/1982,Male,Divorced,3/4/1984,7/21/2006,Fired with cause,Terminated,Legal,2,Korczyna
Peyton Ornells,529-17-5012,Poland,81-198,2/5/1971,Male,Divorced,11/17/1997,9/3/1976,Quit,Terminated,Marketing,1,Kosakowo
Bidget Ouldred,245-10-5485,China,,4/3/1962,Female,Single,4/2/2005,10/24/2013,Quit,Terminated,Marketing,7,Nanqi
Ingunna Redborn,779-43-4078,Serbia,,6/11/1966,Female,Single,4/11/2005,12/3/2008,Quit,Working,Business Development,8,Kladovo
Abigale Cattle,572-83-6667,China,,5/23/2000,Female,Single,8/24/2005,12/9/2001,Career change,Terminated,Support,1,Chayuan
Sullivan Franiak,148-44-4433,China,,8/2/1977,Male,Single,3/14/1980,12/27/1986,Career change,On Leave,Training,5,Jiulong
Rainer Easun,230-79-2776,Chile,,7/3/1978,Male,Single,11/9/1992,5/5/1982,Career change,On Leave,Engineering,3,San Clemente
Madelina Kersey,479-63-2000,Iran,,9/20/1973,Female,Divorced,6/29/2009,1/30/1998,Career change,On Leave,Services,7,Tajrīsh
Cassaundra Rhymer,888-83-0659,Panama,,4/18/1994,Female,Married,6/3/1989,11/16/2008,Career change,Terminated,Research and Development,9,Progreso
Charlean Matteoli,331-33-8998,Paraguay,,11/2/1987,Female,Married,9/20/2006,11/17/1999,Career change,Working,Sales,1,San Cosme y Damián
Milicent Molson,108-76-2241,Poland,32-546,4/8/1966,Female,Married,9/14/1981,2/28/2005,Career change,On Leave,Business Development,7,Psary
