Gwenneth Balden,680-74-3232,China,,11/11/1963,Female,Divorced,5/24/2010,8/13/1990,Retired,Working,Human Resources,2,Xinshidu
Shelli Milne,465-63-0439,United States,06705,7/9/1956,Female,Divorced,8/5/2015,10/5/2003,Career change,Working,Marketing,1,Waterbury
Frants Matantsev,575-71-5196,Bosnia and Herzegovina,,6/4/1981,Male,Divorced,6/11/1998,7/29/2015,Quit,On Leave,Business Development,1,Careva Ćuprija
Dawn Pelham,748-08-3991,Czech Republic,588 22,1/16/1994,Female,Single,10/24/2005,1/19/1987,Career change,Working,Research and Development,3,Luka nad Jihlavou
Ethelind Dunrige,212-16-7449,China,,6/15/1984,Female,Single,1/28/2002,11/20/1982,Fired with cause,Terminated,Sales,7,Xujiadian
Ham Bardwall,745-31-9372,Afghanistan,,11/18/1992,Male,Divorced,10/16/1992,8/7/1994,Quit,Working,Sales,1,Paghmān
Rene Chinn,527-78-1153,Poland,44-348,12/1/1956,Male,Single,5/1/1989,3/1/1987,Career change,Working,Product Management,1,Skrzyszów
Violetta Ebbetts,840-10-9897,Peru,,10/16/1987,Female,Divorced,3/19/1991,6/1/2003,Fired with cause,On Leave,Support,8,Granada
Rafa Jimenez,851-02-1034,Switzerland,4085,6/6/1978,Female,Single,2/18/1991,11/16/1982,Quit,Working,Support,10,Basel
Nataline Peete,528-12-2134,Serbia,,2/21/1974,Female,Married,3/24/1999,2/20/2012,Retired,Terminated,Services,5,Ćuprija
Angelique Lumly,237-29-0035,Thailand,95000,6/5/1967,Female,Divorced,7/22/2009,6/26/2002,Retired,On Leave,Sales,1,Yala
Hilly McCully,627-84-6885,China,,5/12/1960,Male,Divorced,2/4/2003,5/31/2004,Fired with cause,Terminated,Engineering,10,Wolongquan
Aleda Mathouse,177-23-4110,Indonesia,,12/19/1982,Female,Divorced,8/28/2004,2/12/2005,Career change,Terminated,Marketing,4,Gunungpeundeuy
Flory Willers,243-09-0947,China,,10/13/1966,Female,Married,1/12/2019,10/26/2013,Career change,On Leave,Marketing,7,Shaping
Free Peagrim,490-99-3510,Colombia,761548,8/7/1990,Male,Single,11/5/2016,6/4/2010,Retired,On Leave,Research and Development,4,La Unión
Heidi Hoffner,753-18-1723,El Salvador,,8/2/1976,Female,Single,8/15/1994,1/15/2007,Fired with cause,On Leave,Training,4,Guazapa
Dominic Skipworth,349-87-6082,Russia,385274,9/22/1970,Male,Single,12/11/1984,10/27/2007,Quit,Working,Business Development,1,Starokorsunskaya
Berty Bathurst,888-48-9702,Philippines,9321,11/21/1978,Female,Married,7/21/1999,5/25/2016,Retired,Terminated,Research and Development,1,Kimanuit
Bliss Newe,684-40-1061,France,60922 CEDEX 9,12/26/1974,Female,Single,8/15/1980,7/30/2015,Career change,Working,Legal,8,Creil
Sher Ladloe,763-52-4066,Yemen,,2/27/1966,Female,Single,12/12/1985,8/23/2008,Retired,Terminated,Services,6,Al Bilād
Ange Mongenot,661-25-0805,China,,11/14/1990,Male,Single,6/21/2001,2/4/2003,Career change,Working,Marketing,8,Puwa
Gayle Dohr,525-67-2157,Iran,,7/20/1991,Female,Divorced,3/17/2012,6/7/2010,Quit,Working,Engineering,1,Bandar-e Ganāveh
Lanny Hadden,189-30-6999,Colombia,083047,5/31/1976,Male,Married,9/26/2012,8/13/2006,Career change,Terminated,Product Management,3,Sabanagrande
Beverly Kerford,169-44-8075,Brazil,26000-000,4/26/1971,Female,Divorced,4/10/1984,10/17/2009,Retired,Working,Services,3,Nova Iguaçu
Hal Howkins,522-56-0242,Peru,,11/29/1983,Male,Divorced,7/12/1999,6/5/1992,Retired,On Leave,Marketing,5,La Esperanza
Wilek Gaytor,732-06-7622,Mexico,45310,3/25/1975,Male,Divorced,11/11/2003,11/12/1980,Fired with cause,On Leave,Sales,6,Guadalupe
Chelsey Ravilus,228-04-0193,Norway,9037,6/27/1990,Female,Divorced,1/11/2016,11/17/1980,Fired with cause,On Leave,Marketing,9,Tromsø
Tisha Leigh,793-32-1572,Indonesia,,8/10/1973,Female,Divorced,3/6/2008,4/7/2005,Career change,Terminated,Accounting,9,Martapura
Napoleon Gretton,578-92-9535,United States,07195,5/5/1963,Male,Divorced,7/10/2005,1/13/2008,Retired,On Leave,Support,8,Newark
Evyn Hurle,785-48-6657,China,,4/16/1974,Male,Married,9/26/2011,6/3/1976,Quit,On Leave,Support,3,Rengang
Manfred MacLoughlin,381-73-7289,Honduras,,7/15/1997,Male,Single,3/24/1986,7/23/1999,Career change,On Leave,Support,5,Santa Cruz de Yojoa
Alex Klimkin,257-74-0653,Japan,319-0324,8/19/1977,Female,Divorced,2/26/1983,7/13/1984,Retired,On Leave,Product Management,2,Mito-shi
Gordie Shovlar,736-77-1095,Russia,249070,9/3/1985,Male,Divorced,3/1/1981,3/2/1979,Fired with cause,Working,Business Development,3,Kulunda
Mei Lorriman,424-26-9204,Philippines,6503,12/20/1973,Female,Divorced,9/3/2013,5/22/2014,Quit,Terminated,Research and Development,5,Taluksangay
Barr Swadlen,691-38-6319,Venezuela,,6/15/1960,Male,Divorced,11/12/2018,1/8/2000,Quit,Terminated,Support,1,Zea
Torrey Corness,247-60-5126,Portugal,9100-153,8/23/1993,Male,Married,2/1/1980,10/4/1994,Retired,Working,Services,7,Santa Cruz
Morly Cathersides,853-31-4517,South Korea,,11/22/1967,Male,Single,6/16/2001,6/30/2011,Fired with cause,On Leave,Support,3,Gyeongsan-si
Allina Strephan,295-49-1293,China,,7/5/1984,Female,Divorced,12/18/2000,9/23/2016,Quit,Terminated,Training,10,Haoxin
Ashia McElvine,608-33-1557,Mexico,27990,2/2/1967,Female,Married,4/29/2005,10/5/2007,Quit,Working,Business Development,6,San Isidro
Nicolis Moscrop,748-08-4758,Serbia,,8/5/1970,Male,Divorced,12/26/1993,1/24/2008,Quit,Terminated,Services,5,Priboj
Everard Varvell,228-58-8770,Indonesia,,10/17/1976,Male,Married,1/1/1984,12/31/1985,Quit,Terminated,Services,10,Oemofa
Lee Greedier,227-27-8362,Russia,352840,5/16/1989,Female,Divorced,7/14/1976,2/28/2000,Quit,Working,Accounting,10,Ol’ginka
Flss Barkworth,537-44-9845,Sweden,831 37,2/7/1993,Female,Single,2/14/2000,9/30/1978,Career change,On Leave,Product Management,5,Östersund
Lanni Venditti,654-81-3929,Syria,,8/19/1956,Female,Married,4/4/1984,8/27/1982,Fired with cause,Terminated,Support,8,Ḩuraytān
Katrinka O'Hagan,738-19-8173,China,,4/29/1962,Female,Single,10/19/2001,2/16/2014,Quit,On Leave,Services,6,Yangkou
Cad Hush,769-55-4383,Canada,M4P,4/21/1958,Male,Divorced,3/9/1980,9/6/1996,Fired with cause,Working,Training,2,Dalmeny
Taffy Dabell,172-65-2685,Afghanistan,,2/21/1973,Female,Divorced,9/6/1985,1/30/2008,Quit,Terminated,Research and Development,10,Qal‘ah-ye Fārsī
Kaleb Gavan,336-05-6076,Iran,,6/8/1992,Male,Married,8/27/2015,11/17/1982,Retired,Terminated,Services,4,Sardasht
Rogers Dawtre,134-03-6019,Slovenia,1275,8/30/1973,Male,Single,4/26/1980,5/31/1996,Fired with cause,Working,Human Resources,3,Šmartno pri Litiji
Valentine Johananoff,781-96-4257,China,,8/1/1956,Female,Married,12/6/1986,3/7/1983,Retired,Working,Human Resources,1,Xiaolukou
Mariel Gertray,215-76-1329,United Kingdom,EH52,4/8/1961,Female,Divorced,4/30/1997,7/28/1994,Retired,On Leave,Accounting,3,Burnside
Cornie Claiden,320-96-3869,Peru,,10/22/1975,Male,Married,3/8/2001,10/2/1996,Retired,On Leave,Sales,10,Zaña
Slade Sture,777-88-9674,Greece,,4/5/1967,Male,Married,3/29/2002,10/16/1996,Retired,On Leave,Engineering,4,Velventós
Dunstan Garnall,439-19-2717,France,75693 CEDEX 14,2/7/1959,Male,Divorced,12/19/1979,6/19/1977,Career change,Terminated,Research and Development,4,Paris 14
