Benny Chaney,891-62-3768,Iran,,10/21/1963,Male,Divorced,5/31/2006,10/15/1995,Quit,Working,Engineering,6,Mākū
Ronnie Glennon,354-80-7403,Netherlands,5509,11/18/1963,Male,Married,2/1/2013,5/26/1985,Quit,Terminated,Training,4,Veldhoven
Virgil Maleby,369-05-7530,Colombia,190018,1/2/1997,Male,Divorced,1/15/2013,8/16/2018,Quit,Working,Sales,4,Popayán
Gabbie Conew,119-55-0786,Cuba,,10/21/1994,Male,Single,12/16/1981,11/7/1987,Fired with cause,Terminated,Training,4,Rodas
Sonia Pauls,196-56-0388,Portugal,4830-073,8/4/1991,Female,Married,12/6/2008,9/22/1989,Quit,On Leave,Support,3,Picoto
Jillana Drage,410-18-8481,China,,10/22/1973,Female,Married,3/9/2018,8/12/1996,Retired,On Leave,Business Development,5,Chashan
Kerry Vooght,634-89-1928,France,94264 CEDEX,11/13/1983,Female,Married,4/28/1979,4/9/1985,Career change,On Leave,Sales,4,Fresnes
Gilligan Abramsky,621-23-2304,Colombia,730507,10/31/1993,Female,Divorced,2/8/1986,8/28/1988,Fired with cause,On Leave,Support,2,Piedras
Shurlock Lackington,845-05-4323,Brazil,49900-000,9/20/1974,Male,Married,12/11/2003,3/14/1977,Fired with cause,Working,Research and Development,2,Propriá
Duke Volker,745-03-5608,Ukraine,,9/22/1993,Male,Single,12/20/1995,9/1/2016,Career change,Working,Legal,9,Skalat
Monica Every,185-65-1813,Peru,,6/23/1973,Female,Married,5/7/2011,1/3/1982,Fired with cause,Working,Support,9,Pampas
Bradford Scarbarrow,346-82-8591,Russia,453019,9/8/1958,Male,Single,10/4/2012,12/11/2005,Fired with cause,On Leave,Services,1,Akademgorodok
Lesya Snoxall,442-56-8340,Poland,99-200,3/26/1967,Female,Single,3/6/2010,10/22/2017,Career change,On Leave,Business Development,9,Poddębice
Bertie Downage,690-14-7663,China,,8/24/1958,Male,Single,10/1/2007,11/22/2008,Quit,Terminated,Engineering,8,Ningyang
Merrill Eveque,644-61-0250,Indonesia,,4/2/1963,Male,Divorced,11/17/1988,9/1/2018,Career change,On Leave,Support,7,Cisewu
Eulalie Cushelly,262-70-3175,Indonesia,,10/16/1975,Female,Married,4/9/2015,11/15/1994,Quit,Working,Product Management,8,Ulee Gle
Gray Geillier,393-61-5319,Greece,,7/6/1969,Female,Single,4/10/2002,12/2/2007,Quit,Working,Legal,2,Antimácheia
Harold Shillaker,518-37-3906,Indonesia,,1/27/1968,Male,Single,4/8/1979,7/21/2017,Fired with cause,Working,Engineering,3,Air Bangis
