Agnes Lowson,720-28-9330,Indonesia,,5/20/1971,Female,Married,1/23/2017,12/5/1995,Retired,On Leave,Engineering,2,Karanganyar
Devinne Oldis,653-62-1742,Madagascar,,7/18/1976,Female,Single,10/1/2004,9/29/2001,Fired with cause,On Leave,Human Resources,9,Sambava
Farrah Hailston,556-71-6351,China,,5/3/1960,Female,Married,4/13/1990,12/27/1993,Career change,Working,Marketing,6,Boluo
Catharina Circuitt,617-01-3649,Indonesia,,8/10/1978,Female,Married,3/12/1986,1/28/2005,Retired,On Leave,Engineering,8,Sindangsari
Keith Standingford,701-50-0698,Indonesia,,10/8/1960,Male,Married,4/2/1987,8/8/2011,Retired,On Leave,Human Resources,6,Balongmulyo
Rickie Avann,108-33-7372,Sweden,256 62,12/30/1990,Male,Married,4/19/1990,12/9/2010,Career change,Working,Product Management,8,Helsingborg
Dari Mathouse,787-48-7519,Mexico,68430,2/2/1964,Female,Divorced,12/19/2018,12/1/2009,Quit,Terminated,Research and Development,5,La Soledad
Giavani Eskrick,546-04-6881,Japan,999-8521,11/30/1997,Male,Married,5/6/1998,5/21/1991,Quit,Working,Research and Development,1,Fukura
Vernen Jakoubec,237-84-9696,Indonesia,,12/11/1976,Male,Divorced,7/25/1977,7/23/1993,Retired,Terminated,Services,4,Peer
Jayne Mattiello,439-35-4355,Cyprus,,2/11/1988,Female,Single,2/7/2013,2/19/2012,Fired with cause,Terminated,Training,9,Sotíra
Francene Smogur,174-39-2874,Philippines,3129,2/8/1995,Female,Single,1/17/1983,12/7/1977,Fired with cause,Working,Legal,9,Antipolo
Glenda Lawler,297-60-3289,Russia,353721,9/12/1977,Female,Married,6/6/1999,10/1/1995,Retired,On Leave,Services,5,Staroderevyankovskaya
Marney McCleary,615-37-0365,Portugal,3070-635,9/14/1996,Female,Single,11/26/2006,8/25/2008,Retired,Terminated,Training,10,Corticeiro de Baixo
Michaeline Trowler,581-63-2589,New Zealand,9840,3/23/1985,Female,Married,6/23/2016,5/28/2008,Quit,Working,Research and Development,2,Richmond
Garv Upjohn,132-55-0354,China,,11/14/1975,Male,Divorced,8/11/1979,1/9/1993,Retired,Working,Training,7,Shuitou
Dionne O'Logan,612-95-7143,Indonesia,,4/15/1996,Female,Single,6/2/2006,9/29/1986,Quit,On Leave,Human Resources,10,Karajeun
