Yevette Tettersell,831-85-4347,Netherlands,2409,4/17/1999,Female,Divorced,1/27/1981,1/25/1996,Quit,Terminated,Engineering,6,Alphen aan den Rijn
Janna Schurcke,180-59-9539,Philippines,4905,10/8/1962,Female,Married,2/9/1982,1/22/1980,Retired,Working,Training,2,Gasan
Olivero Abelov,151-74-1028,Democratic Republic of the Congo,,1/1/1975,Male,Divorced,2/21/1993,8/1/2017,Fired with cause,On Leave,Support,4,Lodja
Jacquette Tarburn,154-28-9123,China,,10/8/1976,Female,Single,7/24/2018,6/16/2004,Career change,Terminated,Business Development,5,Dongping
Steffane Toppes,441-42-3376,Portugal,7450-227,9/9/1967,Female,Divorced,9/7/2008,10/5/2002,Career change,Working,Human Resources,7,Santo Aleixo
Bess Bootton,159-10-9326,China,,10/26/1996,Female,Single,11/4/1988,1/29/1999,Career change,On Leave,Business Development,10,Baiyan
Glen Poynton,793-87-1571,Thailand,67140,2/28/1971,Male,Divorced,12/23/1992,12/18/1983,Fired with cause,Working,Support,3,Nong Phai
Eleen Presnell,862-98-0893,Indonesia,,10/21/1967,Female,Divorced,7/1/1985,4/13/1996,Fired with cause,Working,Marketing,7,Bugis
Langston Drover,821-85-7876,Morocco,,1/5/1989,Male,Divorced,3/21/1978,3/18/2004,Fired with cause,Terminated,Accounting,6,Tanalt
Catherine Oland,494-46-5658,Brazil,08600-000,8/17/1969,Female,Single,5/11/2002,1/19/1998,Quit,Working,Engineering,10,Suzano
Ainslee Wythill,340-94-2498,Colombia,195047,10/20/1994,Female,Married,4/12/2012,8/8/2012,Quit,Working,Research and Development,8,Florencia
Shelton Ivens,286-90-8178,Tanzania,,9/1/1971,Male,Divorced,6/3/2016,12/21/1996,Quit,Terminated,Accounting,10,Izazi
Reagan Issatt,898-22-4581,Tunisia,,1/29/1986,Male,Divorced,8/7/1997,11/17/2005,Quit,Working,Human Resources,10,Al Baqāliţah
Carolann Cogdon,101-65-2590,Mongolia,,2/29/1988,Female,Married,8/23/2018,10/10/1997,Fired with cause,Terminated,Accounting,5,Haylaastay
Vannie Grubey,558-16-5096,Angola,,5/9/1997,Female,Single,5/21/1983,5/1/2007,Quit,On Leave,Legal,1,Nzeto
Lise Tew,467-49-1378,Australia,5889,7/2/1970,Female,Married,7/15/1995,11/15/2007,Retired,On Leave,Sales,5,Adelaide Mail Centre
Pedro Kliment,104-17-9131,Ecuador,,12/22/1981,Male,Divorced,5/5/2011,8/22/1995,Retired,Terminated,Support,2,Catamayo
Polly Trewin,275-07-0701,Czech Republic,756 44,8/30/1966,Female,Divorced,12/6/1989,11/25/2005,Retired,Terminated,Engineering,1,Podolí
Marian Guinnane,817-23-4755,Ecuador,,10/21/1990,Female,Divorced,2/1/2019,4/12/1989,Fired with cause,Terminated,Product Management,7,Huaquillas
Laura Lorant,630-84-4067,Latvia,,2/25/1967,Female,Divorced,2/22/1981,2/20/1979,Fired with cause,Terminated,Sales,1,Lubāna
Riannon Dmitr,412-73-0794,Philippines,1808,12/21/1982,Female,Single,5/27/1982,11/7/2018,Fired with cause,Terminated,Services,10,Nangka
Burke Oliphand,495-01-3671,Brazil,37464-000,1/9/1988,Male,Single,9/17/1986,11/13/2017,Quit,On Leave,Legal,7,Itanhandu
Allen Shotboult,543-16-4201,Philippines,2501,9/7/1971,Male,Divorced,4/7/2018,10/6/1985,Quit,Working,Legal,9,Bauang
Krystle Luno,397-37-0978,Azerbaijan,,1/17/1997,Female,Divorced,10/30/2003,12/13/2003,Quit,Working,Legal,3,Qırmızı Samux
Wakefield De Filippo,519-24-0453,Indonesia,,6/4/1986,Male,Single,12/28/1996,8/11/2006,Career change,On Leave,Business Development,8,Bobojong
Krishna Hayer,655-47-3982,Russia,433940,5/3/1958,Male,Single,10/14/1995,8/15/1980,Retired,Terminated,Accounting,3,Staraya Kulatka
Nonie Klimko,228-75-2199,Niger,,1/20/1970,Female,Single,1/1/1992,6/13/1994,Career change,Terminated,Marketing,2,Téra
Mychal Schops,399-08-0470,Russia,623050,2/21/1988,Male,Married,5/26/2012,6/25/1987,Fired with cause,On Leave,Product Management,4,Bisert’
Perla Joyson,214-42-1484,Peru,,2/28/1990,Female,Married,6/24/1985,12/10/2017,Career change,On Leave,Marketing,10,Jangas
Jeth Braim,389-89-0926,Philippines,6006,6/8/1960,Male,Married,5/15/2018,3/7/2017,Career change,Working,Services,3,Balibago
Brendon Cardenosa,557-14-4612,Portugal,4940-352,5/9/1959,Male,Married,11/7/1988,1/16/1993,Retired,Working,Research and Development,6,Porta
Hailee Bault,192-98-3898,Poland,34-211,9/13/1969,Female,Married,12/18/2009,9/13/2010,Career change,Working,Research and Development,10,Budzów
Dorrie Brideoke,128-15-3325,Peru,,3/22/1959,Female,Divorced,4/5/2008,2/8/2018,Career change,Terminated,Sales,9,Pampas
Glynnis Paik,394-71-5907,Colombia,761558,5/15/1961,Female,Married,5/6/2012,12/22/1982,Retired,Terminated,Engineering,7,Roldanillo
Jolee O'Hickey,263-01-7450,Vietnam,,2/1/1969,Female,Single,3/29/2010,12/18/2006,Retired,Working,Support,6,Chợ Lầu
