Gordon Concklin,610-83-7522,Portugal,3220-331,11/22/1964,Male,Single,2/14/1979,12/23/2012,Retired,Working,Research and Development,1,Pisão
Sigvard Wastall,647-95-1252,Indonesia,,2/26/1978,Male,Single,7/1/2017,12/3/1998,Retired,Terminated,Human Resources,5,Cibalung
Peggi Durran,440-47-1741,Italy,80141,3/3/1962,Female,Married,2/19/1987,10/10/1979,Fired with cause,On Leave,Legal,8,Napoli
Elden Shuxsmith,890-94-3813,Indonesia,,1/15/1990,Male,Divorced,8/6/2014,10/30/1996,Quit,Working,Services,8,Batuna Satu
Kettie Copyn,856-09-9792,Indonesia,,5/4/1957,Female,Married,4/18/1995,12/16/2006,Career change,Working,Accounting,9,Tilang
Budd Frohock,802-85-3672,United States,21405,9/13/1999,Male,Single,3/7/2014,10/5/1992,Career change,Terminated,Product Management,3,Annapolis
Willie Punton,594-62-0809,China,,7/20/1992,Male,Married,12/22/2000,12/19/2007,Retired,On Leave,Legal,4,Tielu
Linus Kynaston,884-92-8982,Philippines,8411,6/2/1967,Male,Divorced,1/25/2014,9/25/2014,Quit,Working,Research and Development,4,Cagdianao
Caty Malim,840-93-9027,Burkina Faso,,6/18/1982,Female,Divorced,7/18/2006,4/21/2001,Retired,Working,Services,5,Banfora
Taddeusz Shave,335-46-9053,Brazil,39330-000,12/12/1976,Male,Single,2/3/1994,11/27/2003,Career change,Terminated,Business Development,4,Brasília de Minas
Rebe Moulton,883-13-9970,France,14804 CEDEX,4/23/1995,Female,Single,4/27/2010,11/26/2003,Career change,On Leave,Human Resources,10,Deauville
Maia Thornhill,338-84-6676,Belarus,,1/26/1977,Female,Married,2/8/1982,11/12/1983,Career change,Terminated,Human Resources,6,Il’ya
Gardy Fenty,865-42-7386,Portugal,9650-245,12/23/1998,Male,Single,11/4/2007,11/10/1999,Fired with cause,Terminated,Accounting,1,Lomba do Loução
Aidan Dreakin,304-92-2289,Argentina,2156,4/22/1992,Female,Divorced,7/26/1997,4/8/2009,Career change,On Leave,Sales,1,Fray Luis A. Beltrán
Raddie Niese,377-80-8687,Indonesia,,8/3/1983,Male,Divorced,10/30/1980,9/23/2009,Quit,Terminated,Sales,3,Waturoka
Jenny Sterley,608-90-8023,Indonesia,,12/6/1971,Female,Married,3/14/2019,11/24/1997,Quit,On Leave,Research and Development,3,Kebonsari
Friederike Guittet,271-51-8605,Bosnia and Herzegovina,,9/20/1994,Female,Married,7/27/2016,1/23/2017,Retired,On Leave,Services,8,Orahovica Donja
Zaccaria Dowey,500-16-7519,Poland,43-196,3/5/1990,Male,Single,7/26/2002,1/16/1989,Retired,Working,Business Development,8,Mikołów
Foster Train,544-74-9427,Russia,456113,2/12/1986,Male,Divorced,9/7/2000,11/4/1985,Career change,Working,Business Development,8,Katav-Ivanovsk
Cleopatra Patman,763-51-7732,Portugal,2950-577,4/27/1980,Female,Married,6/26/2017,7/29/1989,Fired with cause,Working,Research and Development,8,Pinhal da Marquesa
Esra Timlin,856-01-9786,Indonesia,,12/4/1991,Male,Divorced,10/28/2005,12/26/1981,Quit,Terminated,Sales,7,Pasirlimus
Orbadiah Clemente,501-04-4334,China,,1/18/1962,Male,Single,11/24/2010,11/14/1992,Retired,Working,Training,6,Tanbu
Torin Beaton,382-45-6516,Argentina,4178,5/18/1985,Male,Married,2/18/1984,7/19/1993,Quit,Terminated,Legal,7,Alderetes
Merill Sterman,423-28-8953,China,,9/8/1976,Male,Divorced,11/1/1991,5/19/2004,Quit,Terminated,Product Management,10,Heishan
