Henderson Foottit,443-27-8504,Morocco,,9/11/1956,Male,Divorced,4/18/1998,12/21/2002,Retired,Terminated,Support,9,Tirhanimîne
Audie McCaw,394-98-9088,Laos,,9/28/1960,Female,Single,3/28/1999,6/8/2014,Career change,Working,Training,5,Sainyabuli
Vasily Peet,745-64-8735,Tanzania,,8/13/1965,Male,Single,6/1/1993,2/18/1989,Retired,Working,Product Management,5,Katoro
Cassi Sinton,531-77-3188,China,,11/11/1993,Female,Divorced,8/30/1977,5/23/2012,Fired with cause,Working,Sales,3,Wuquan
Wandis Bruster,704-40-7876,France,57016 CEDEX 01,8/4/1981,Female,Married,4/29/1995,7/10/1977,Career change,Terminated,Marketing,3,Metz
Morgan Detloff,688-94-3045,China,,10/25/1968,Female,Divorced,12/18/1992,11/30/2000,Career change,On Leave,Training,10,Nanfeng
Witty Climie,872-04-9930,China,,5/9/1977,Male,Married,11/28/1983,4/13/1993,Quit,On Leave,Training,8,Yinghua
Perry Twiddle,642-87-6356,Poland,63-304,10/25/1982,Female,Divorced,3/16/1990,12/19/1997,Career change,Working,Training,6,Broniszewice
Kynthia Olin,286-12-0920,Russia,353650,7/10/1975,Female,Divorced,4/29/2007,6/16/2011,Career change,Working,Business Development,8,Kamyshevatskaya
Shane Kluger,627-26-5483,Philippines,3115,11/30/1970,Female,Married,11/12/1995,10/20/2007,Fired with cause,Terminated,Training,7,Guimba
Gray Hargess,819-55-4307,Mexico,39230,5/2/1962,Male,Divorced,10/30/1988,8/7/2015,Fired with cause,Terminated,Services,2,San Miguel
Lin Glancy,710-90-9975,Vietnam,,4/23/1997,Female,Married,11/1/1992,8/12/1976,Career change,Terminated,Research and Development,1,Phùng
Sondra Lening,364-03-3729,Poland,34-222,7/10/1956,Female,Divorced,2/22/1986,10/19/1986,Retired,Working,Services,9,Grzechynia
Nonnah Fist,839-78-9926,China,,1/27/1985,Female,Married,2/20/2014,10/22/1994,Career change,On Leave,Support,8,Xihe
Anatollo Coulthard,252-94-2789,Colombia,177068,5/15/1989,Male,Married,6/29/2011,1/12/1982,Fired with cause,Terminated,Marketing,2,Risaralda
Nathanial Driutti,742-46-2479,Morocco,,4/10/1999,Male,Single,4/25/2019,2/9/2006,Career change,Terminated,Services,4,Sidi Yahia el Gharb
Dorotea McCory,468-71-9566,Russia,683960,3/27/1975,Female,Single,7/8/1985,5/1/1984,Fired with cause,Terminated,Marketing,4,Likhobory
Gram Forty,523-42-2088,Argentina,4503,4/4/1963,Male,Single,5/10/1979,2/25/1986,Career change,On Leave,Marketing,6,Ingenio La Esperanza
Angelita Dodman,750-95-7647,Malaysia,79575,8/22/1986,Female,Married,9/19/1989,12/8/1990,Quit,Terminated,Marketing,7,Nusajaya
Tabitha Gilkes,166-23-1892,Sweden,501 78,4/22/1982,Female,Single,4/14/1988,6/22/2010,Career change,On Leave,Human Resources,10,Borås
Tuck Druery,129-98-6731,Ethiopia,,7/6/1957,Male,Divorced,1/8/1981,12/14/1980,Career change,Terminated,Training,5,Mīzan Teferī
Conroy Absalom,338-98-4610,China,,1/24/1957,Male,Divorced,11/26/2012,10/28/2007,Career change,Working,Support,1,Huangwei
Ervin Hannay,623-98-8550,Colombia,153668,1/26/1968,Male,Married,9/20/1984,7/31/2001,Retired,On Leave,Sales,6,Samacá
Eli Paynter,882-88-1920,Mexico,58095,11/18/1967,Male,Single,6/3/2000,3/7/2004,Fired with cause,On Leave,Marketing,5,Buenos Aires
Vikky Whelpdale,657-57-0934,Russia,141901,1/23/1991,Female,Married,4/20/1981,1/30/2017,Retired,On Leave,Research and Development,1,Taldom
Rosanna Good,727-44-5755,China,,8/25/1960,Female,Divorced,5/17/1988,5/28/1984,Career change,Terminated,Training,6,Fulu
Wylma Halhead,891-99-0180,China,,6/13/1995,Female,Married,2/11/1981,10/22/2002,Quit,On Leave,Sales,8,Beixinjie
Antonio Sturdy,695-55-4438,Sweden,391 21,2/15/1977,Male,Divorced,10/12/1983,2/3/2017,Fired with cause,Terminated,Legal,7,Kalmar
Frayda Abley,122-15-8654,Tunisia,,1/22/1979,Female,Married,11/12/1983,7/21/2003,Quit,Terminated,Marketing,10,Chebba
