Trenton Arunowicz,730-75-4327,Finland,76150,12/19/1960,Male,Single,10/19/1995,6/6/2013,Career change,Terminated,Services,9,Pieksämäki
Lacey Yoakley,188-74-0984,Brazil,95180-000,11/12/1958,Female,Divorced,4/14/1996,6/12/1987,Career change,Terminated,Research and Development,10,Farroupilha
Chad Fomichkin,458-43-8680,South Korea,,8/7/1968,Male,Divorced,2/18/2003,8/2/2000,Fired with cause,Working,Engineering,4,Hwado
Armin Polo,281-83-3892,China,,7/24/1957,Male,Single,3/15/1998,1/7/1989,Retired,Working,Support,5,Gongli
Clive Baldung,724-53-3034,Spain,18015,3/11/1967,Male,Married,7/7/1998,8/3/1988,Retired,Terminated,Sales,6,Granada
Parker Bearns,294-46-6294,Philippines,7005,12/20/1973,Male,Single,12/29/1997,7/2/1979,Fired with cause,Working,Human Resources,10,Manika
Rochella Fake,531-81-3430,Indonesia,,10/18/1977,Female,Divorced,7/26/2016,6/3/1976,Fired with cause,Terminated,Business Development,7,Tlatah
Ruby Montague,805-26-0846,Sweden,891 25,6/23/1995,Male,Single,8/22/2015,12/20/1985,Quit,Terminated,Support,5,Örnsköldsvik
Lishe Jess,836-84-6103,China,,1/15/1979,Female,Single,7/13/2017,9/7/1988,Quit,On Leave,Human Resources,8,Sanban
Aldis Lodeke,164-99-5489,Poland,82-400,1/12/1966,Male,Married,11/1/2007,3/7/2015,Career change,On Leave,Research and Development,8,Sztum
Bo Pucker,314-72-8847,Tanzania,,6/23/1973,Male,Single,11/11/2017,10/4/2007,Quit,Terminated,Sales,9,Wete
Analiese Samwayes,839-70-4841,Sweden,182 57,4/4/1972,Female,Divorced,3/23/2010,4/5/2011,Retired,Terminated,Support,5,Danderyd
Birch Hannon,573-15-4848,Indonesia,,12/16/1971,Male,Single,5/2/1978,4/12/2015,Fired with cause,On Leave,Marketing,3,Nyalindung
Nadine Tschursch,578-05-0013,Indonesia,,8/25/1987,Female,Married,10/3/2003,6/9/1982,Retired,Working,Research and Development,4,Cinangsih Satu
Jeanie Craythorne,788-83-3777,Lithuania,72001,10/31/1978,Female,Married,6/21/1994,9/18/1983,Career change,Terminated,Accounting,8,Taurage
Nicol Stewartson,824-55-1293,China,,11/20/1968,Male,Divorced,4/5/1987,11/28/1977,Retired,On Leave,Support,7,Sanban
Arley Daughton,196-59-7854,China,,3/26/1965,Male,Single,7/7/1988,7/9/1981,Quit,Terminated,Support,2,Xiaozhai
Pail Ekkel,409-47-1818,Zambia,,4/5/1999,Male,Single,12/29/2015,10/5/2011,Fired with cause,Working,Product Management,9,Mporokoso
Jessey Borell,736-25-7955,Finland,35301,3/11/1978,Male,Divorced,6/14/2003,8/29/2010,Career change,Terminated,Accounting,3,Orivesi
Domingo Colegate,884-63-7843,China,,3/1/1986,Male,Married,11/21/2000,9/15/2004,Fired with cause,Terminated,Sales,4,Laohekou
Benjie Cheyenne,613-65-2157,Japan,999-5203,1/10/1974,Male,Married,1/12/2018,1/23/1981,Quit,Terminated,Training,5,Kawaguchi
Wade Bareham,129-84-4893,Cyprus,,12/15/1993,Male,Divorced,9/26/1992,3/31/2019,Retired,Terminated,Accounting,1,Tála
Pascal Sapena,237-15-9699,China,,6/4/1997,Male,Divorced,3/26/1992,10/16/1978,Fired with cause,On Leave,Legal,5,Hengdian
Jessie Millhill,359-94-1003,China,,12/17/1975,Male,Married,4/11/1983,11/16/1999,Fired with cause,Terminated,Support,5,Baoshan
