Nicolea Frankema,548-74-3498,Indonesia,,7/19/1983,Female,Divorced,7/18/2008,11/25/1982,Fired with cause,Terminated,Product Management,3,Werinama
Artie Roslen,518-07-8665,China,,10/3/1964,Male,Single,10/17/1990,6/26/2001,Quit,Terminated,Product Management,4,Tong’an
Leroi Killigrew,567-53-5584,Turkmenistan,,3/7/1962,Male,Married,9/17/1994,1/26/1991,Quit,Working,Business Development,6,Gowurdak
Omero Benkhe,512-48-1702,Argentina,4753,4/5/1986,Male,Married,8/1/2004,8/2/1999,Quit,Terminated,Marketing,5,Londres
Ignacio Goudard,130-71-0875,Philippines,4801,9/18/1966,Male,Single,7/15/2015,11/28/2017,Retired,On Leave,Business Development,2,Pagangan
Joana Collomosse,583-22-2021,China,,1/2/1981,Female,Divorced,2/27/1987,1/23/2010,Career change,On Leave,Business Development,6,Longshan
Samson Scragg,482-67-4397,Pakistan,53401,6/2/1975,Male,Single,3/19/2008,10/21/2000,Quit,On Leave,Engineering,10,Choa Saidān Shāh
Percival Murphey,221-46-5789,Indonesia,,9/19/1987,Male,Married,4/10/1994,4/25/2011,Fired with cause,On Leave,Support,3,Muraloka
Bibi Fawdry,346-73-7769,Kazakhstan,,12/19/1986,Female,Divorced,5/20/1987,11/6/2000,Fired with cause,Terminated,Support,2,Komsomolets
Nevil Dallaway,341-02-9546,Estonia,,12/23/1972,Male,Married,2/8/1990,1/1/1978,Career change,Terminated,Legal,8,Pärnu
Ogdan Franks,196-71-0445,Thailand,85130,4/8/1969,Male,Married,10/1/1980,12/21/2007,Quit,On Leave,Marketing,2,Thepharak
Carree Itzhayek,671-11-1098,France,95479 CEDEX,2/18/1991,Female,Single,12/9/2002,10/10/2012,Retired,Working,Product Management,2,Fosses
Agnella Daffern,274-89-8587,Thailand,44150,9/28/1961,Female,Single,7/17/2007,11/22/1993,Retired,Working,Accounting,4,Sathing Phra
