Stephanie Westbrook,454-29-0269,Indonesia,,8/25/1985,Female,Divorced,4/13/1981,6/10/2012,Career change,Terminated,Accounting,7,Karobokan
Kathlin Mc Carrick,720-13-0098,Bosnia and Herzegovina,,10/24/1961,Female,Married,8/2/2017,7/21/2004,Quit,Terminated,Human Resources,6,Kladanj
Car Spavon,835-06-5637,China,,6/22/1972,Male,Married,8/12/2007,4/24/2007,Career change,On Leave,Sales,10,Baojia
Annemarie Barwell,303-53-4565,Brazil,18000-000,10/31/1959,Female,Single,7/15/1984,4/10/2002,Retired,On Leave,Legal,5,Sorocaba
Kessiah Gladtbach,612-27-5061,Lithuania,93017,10/21/1991,Female,Divorced,2/8/2002,7/31/1988,Retired,On Leave,Product Management,6,Neringa
Ward Edser,138-04-0695,Germany,22179,7/20/1981,Male,Single,7/28/1991,1/1/1981,Quit,Terminated,Sales,8,Hamburg
Marabel Baldin,341-19-6245,Mauritius,,6/13/1963,Female,Married,9/10/1983,5/16/2006,Quit,Terminated,Services,8,Ebene
Gino Crossingham,877-26-4296,Pakistan,68220,6/29/1983,Male,Single,2/6/2016,12/23/1985,Career change,Terminated,Services,2,Sinjhoro
Giavani Yurevich,547-37-6886,China,,1/13/1967,Male,Single,11/14/1981,8/27/1984,Retired,On Leave,Product Management,9,Yudaikelike
Holden Othick,886-84-5838,Croatia,42222,6/10/1985,Male,Divorced,11/16/2000,1/31/2010,Fired with cause,Working,Services,1,Ljubešćica
Blayne Perrelli,215-75-7914,China,,9/7/1986,Male,Married,7/22/2018,2/10/2007,Retired,Working,Research and Development,8,Pingkai
Lorenzo Cooney,668-75-2900,Poland,66-470,7/7/1972,Male,Single,8/19/1999,3/19/1977,Quit,Working,Engineering,7,Kostrzyn nad Odrą
Merrie Cops,571-53-2898,Canada,G2B,10/10/1976,Female,Divorced,9/25/2008,12/7/2017,Retired,Terminated,Services,1,Forestville
Madalena Becker,301-24-7743,Brazil,38530-000,8/21/1973,Female,Married,7/4/2003,12/11/1980,Quit,Terminated,Engineering,9,Ribeirão da Ilha
Granger Ferrarin,364-22-6281,Sweden,293 35,10/18/1973,Male,Married,10/4/1988,3/8/1983,Career change,Working,Accounting,3,Olofström
Vivyan Ife,579-08-3286,Indonesia,,1/14/1990,Female,Single,11/21/1985,9/22/1995,Quit,Terminated,Human Resources,1,Koroyo
Catarina Tilliards,402-89-1109,Hungary,4045,7/1/1971,Female,Single,3/15/1997,2/8/2010,Career change,On Leave,Marketing,3,Debrecen
Vassily Mummery,158-44-0391,Cuba,,3/15/1982,Male,Single,5/22/1988,10/16/2006,Career change,On Leave,Training,6,Cumanayagua
Johnette Syme,558-18-1508,China,,2/18/1969,Female,Divorced,8/5/1985,9/28/2000,Career change,Terminated,Services,2,Jinshan
Misha Anthiftle,594-78-4847,Canada,T4T,1/9/1970,Female,Divorced,9/21/1993,4/27/1977,Retired,Working,Engineering,1,Rocky Mountain House
Emmett Silwood,623-90-5831,China,,2/10/1999,Male,Divorced,7/20/1993,10/2/1996,Fired with cause,Working,Sales,9,Maoshan
Adelbert Fallis,355-89-0274,Portugal,3220-523,8/13/1993,Male,Married,6/9/1976,8/19/2007,Quit,On Leave,Engineering,7,Vila Nova
Poppy Farquar,521-06-3659,China,,9/23/1997,Female,Divorced,12/22/1996,1/15/2018,Quit,On Leave,Product Management,8,Dandian
Valery Manshaw,530-91-5637,China,,2/8/1997,Female,Divorced,6/9/2002,3/24/2004,Fired with cause,Terminated,Training,5,Yueyang
Karin Risely,584-02-8615,China,,10/16/1956,Female,Married,4/11/1989,4/9/1986,Fired with cause,Working,Services,1,Meicheng
Palm Hinge,394-14-4927,Poland,08-301,5/12/1997,Male,Divorced,12/29/2005,3/16/1986,Fired with cause,Terminated,Services,10,Sokołów Podlaski
Peta Jennison,463-76-4939,Russia,242251,11/12/1970,Female,Single,2/8/1997,5/27/2004,Quit,Terminated,Legal,4,Trubchevsk
Kipper Ducker,393-39-2049,China,,2/21/1976,Male,Divorced,11/11/2006,3/25/1999,Retired,Working,Marketing,1,Liudong
Clare Mougenel,189-52-5318,China,,10/16/1995,Female,Married,7/29/1978,11/12/1985,Quit,On Leave,Accounting,2,Baiyanghe
Marlin Mace,200-93-9171,Indonesia,,4/3/1998,Male,Single,9/10/1997,10/29/1984,Fired with cause,On Leave,Legal,8,Gurung
Dolli Mafham,243-98-5736,Argentina,4417,10/5/1984,Female,Divorced,6/22/1997,7/12/1984,Fired with cause,Working,Sales,1,Deán Funes
Grier Asplin,165-16-4015,Indonesia,,2/23/1973,Female,Married,2/13/2017,8/6/1982,Retired,Working,Accounting,3,Sebuku
Jecho Tumayan,618-04-5736,Mexico,55718,9/15/1996,Male,Married,10/17/1982,10/30/2016,Quit,Terminated,Sales,1,El Potrero
